id,sumodb_id,nsk_id,ring_name,current_rank,height,weight,total_wins,total_losses,total_matches,rank_group,age,win_rate,debut_year,tenure,ichimon
2064,8219,0,Wakashinobu,Retired,175.0,80.0,50,56,106,4,67,47.17,1973,2,Tokisuzake
681,12042,0,Tatsunoumi Tetsuya,Retired,168.0,105.0,191,201,392,4,34,48.72,2013,9,Dewanoumi
2670,4245,0,Ryushoyama Katsushige,Retired,177.0,98.0,274,239,513,4,82,53.41,1958,10,Dewanoumi
3695,66,0,Wakahayato Koji,Retired,185.6,150.5,447,441,888,4,53,50.34,1986,16,Isegahama
7889,9025,0,Tamatsurugi,Retired,0.0,0.0,2,19,21,4,69,9.52,1972,0,Nishonoseki
178,12689,4080,Kumanoryu,Sandanme,175.0,117.0,77,63,140,3,21,55.0,2021,3,Dewanoumi
5766,1704,0,Tamanobori Kenji#,Retired,174.5,147.2,187,187,374,4,57,50.0,1983,10,Nishonoseki
5708,2453,0,Hoken Tsukasa,Retired,189.0,116.0,58,62,120,4,50,48.33,1992,4,Unaffilliated
5267,2806,0,Akutsu Takatoshi,Retired,173.0,78.0,5,2,7,4,43,71.43,1997,1,Unaffilliated
874,5081,0,Nagayama Kinji#,Retired,179.5,122.0,207,214,421,4,71,49.17,1971,12,Dewanoumi
5379,2631,0,Umejima Minoru,Retired,173.5,103.0,43,48,91,4,44,47.25,1995,2,Dewanoumi
203,2836,2522,Katsunofuji,Sandanme,182.5,138.0,446,397,843,3,40,52.91,2003,21,Dewanoumi
3574,301,0,Takao Yu,Retired,178.0,130.0,236,246,482,4,55,48.96,1991,12,Nishonoseki
7692,10740,0,Shironishiki,Retired,0.0,0.0,19,29,48,4,0,39.58,1955,4,Unaffilliated
3071,12331,0,Kaibusho Hiroki,Retired,169.0,87.0,90,122,212,4,24,42.45,2016,5,Isegahama
21,12203,3594,Tobizaru,Maegashira,173.0,136.0,374,328,702,2,30,53.28,2015,9,Tokisuzake
5894,1431,0,Kotodaiei Tsutomu#,Retired,178.4,112.6,256,241,497,4,61,51.51,1981,12,Nishonoseki
6273,1906,0,Tonemusashi,Retired,186.0,121.5,54,58,112,4,52,48.21,1987,3,Dewanoumi
2097,5309,0,Kinenoyama#,Retired,170.0,75.0,55,57,112,4,69,49.11,1971,3,Isegahama
8144,11597,0,Misakayama,Retired,0.0,0.0,47,58,105,4,0,44.76,1962,3,Unaffilliated
6056,2416,0,Kitao Katsuya,Retired,186.5,155.0,17,11,28,4,49,60.71,1993,1,Isegahama
6008,2196,0,Minatoyama Kazutaka,Retired,186.6,98.1,60,66,126,4,49,47.62,1991,3,Nishonoseki
5025,463,0,Azumamine Kazunori,Retired,176.0,143.0,139,148,287,4,47,48.43,1993,7,Dewanoumi
3932,1148,0,Tsuji Akinobu,Retired,170.0,97.0,10,18,28,4,39,35.71,2001,1,Tokisuzake
743,2384,0,Saijo# Hisashi#,Retired,184.5,100.0,160,164,324,4,67,49.38,1973,9,Dewanoumi
1446,5571,0,Kaganofuji Naoki#,Retired,175.0,150.0,87,73,160,4,64,54.37,1975,4,Takasago
8379,11462,0,Asonishiki,Retired,0.0,0.0,24,38,62,4,79,38.71,1961,2,Nishonoseki
4740,2896,0,Dewanooka Daichi,Retired,181.0,76.0,11,24,35,4,37,31.43,2003,1,Dewanoumi
704,12092,0,Taichiyama Katsumasa,Retired,173.0,158.8,181,167,348,4,27,52.01,2013,9,Nishonoseki
8647,11108,0,Wakakatsura,Retired,0.0,0.0,44,51,95,4,0,46.32,1958,2,Unaffilliated
5644,1309,0,Tamakairiki Tsuyoshi,Retired,183.0,141.0,408,413,821,4,58,49.7,1982,14,Nishonoseki
3697,111,0,Tochitaiki Ryuta,Retired,170.5,161.0,154,151,305,4,52,50.49,1995,8,Dewanoumi
8088,11545,0,Koizumi,Retired,0.0,0.0,16,12,28,4,0,57.14,1965,1,Unaffilliated
6346,1581,0,Imanofuji,Retired,168.0,82.0,62,43,105,4,54,59.05,1986,4,Nishonoseki
5191,219,0,Tosshinyama Yukihiro,Retired,175.7,130.0,154,154,308,4,49,50.0,1991,7,Nishonoseki
3223,4980,0,Sokokurai Eikichi,Retired,185.0,131.6,466,440,906,4,40,51.43,2003,17,Tokisuzake
5828,1656,0,Mutsushinto Kanpei#,Retired,178.0,93.3,191,194,385,4,57,49.61,1983,9,Isegahama
5295,432,0,Kuboyama Nobutoshi,Retired,179.0,117.5,66,53,119,4,45,55.46,1995,3,Unaffilliated
4853,1679,0,Setsukozan Tadashi,Retired,177.7,90.8,252,266,518,4,65,48.65,1980,12,Tokisuzake
8746,11425,0,Uchima,Retired,0.0,0.0,3,11,14,4,0,21.43,1961,0,Unaffilliated
314,12385,3776,Kototaiga,Jonidan,181.0,120.0,125,110,235,3,23,53.19,2017,7,Nishonoseki
1166,6402,0,Kimigamine Hiroto#,Retired,176.0,125.0,149,132,281,4,68,53.02,1973,7,Unaffilliated
5127,770,0,Kotosasaki Kaoru,Retired,186.5,115.0,25,49,74,4,43,33.78,1997,2,Nishonoseki
1687,5448,0,Atagonishiki Minoru#,Retired,174.0,81.0,44,47,91,4,64,48.35,1976,3,Takasago
252,12666,4057,Murayama,Sandanme,168.0,123.0,80,64,144,3,22,55.56,2021,3,Nishonoseki
396,12476,3867,Yamenosato,Jonidan,180.0,119.0,128,131,259,3,24,49.42,2018,6,Nishonoseki
855,1312,0,Fuyomine,Retired,180.0,104.0,176,187,363,4,67,48.48,1973,9,Unaffilliated
909,6763,0,Kotonohana,Retired,182.0,128.0,276,263,539,4,66,51.21,1974,13,Nishonoseki
8005,11487,0,Kiryuyama,Retired,0.0,0.0,102,96,198,4,79,51.52,1961,5,Nishonoseki
1936,8232,0,Ikumi,Retired,174.0,100.0,19,35,54,4,66,35.19,1975,1,Dewanoumi
3186,12543,0,Wakatoriumi Rui,Retired,168.0,67.0,21,22,43,4,23,48.84,2019,1,Nishonoseki
549,6598,2894,Tochinoshima,Jonidan,173.0,140.0,364,357,721,3,37,50.49,2006,18,Dewanoumi
4184,2852,0,Nishiuchi Shinya,Retired,177.5,110.2,228,202,430,4,37,53.02,2003,11,Unaffilliated
1261,7504,0,Tochiakira Jinichiro#,Retired,180.0,104.0,128,143,271,4,61,47.23,1979,7,Dewanoumi
1183,4139,0,Koryu Yasuhiro,Retired,174.0,120.0,284,249,533,4,63,53.28,1977,11,Isegahama
5105,950,0,Hokuyuki Kazumasa,Retired,178.0,108.0,11,11,22,4,41,50.0,1999,0,Takasago
5706,2027,0,Ishibashi Takuya,Retired,177.0,101.0,61,100,161,4,51,37.89,1989,4,Tokisuzake
6072,2313,0,Mitarai Takashi,Retired,184.0,80.0,30,34,64,4,48,46.88,1992,2,Unaffilliated
3759,962,0,Tamagoriki Yasuo,Retired,176.0,112.0,44,68,112,4,41,39.29,1999,3,Nishonoseki
5334,2801,0,Sugibuchi Ryota,Retired,178.0,84.0,10,11,21,4,47,47.62,1997,1,Unaffilliated
2048,8218,0,Chibanohoshi,Retired,183.0,82.0,35,35,70,4,69,50.0,1974,2,Unaffilliated
511,5606,3046,Azumanami,Jonidan,174.5,149.0,287,339,626,3,40,45.85,2007,17,Dewanoumi
8376,11392,0,Okubo,Retired,0.0,0.0,12,23,35,4,80,34.29,1961,1,Unaffilliated
5650,2729,0,Ono Yumeto,Retired,174.0,76.0,0,8,8,4,44,0.0,1996,1,Unaffilliated
8699,10711,0,Tamanokuni,Retired,0.0,0.0,32,50,82,4,0,39.02,1959,2,Unaffilliated
7470,5779,0,Wakaasahi Norimi#,Retired,0.0,0.0,101,89,190,4,86,53.16,1956,6,Unaffilliated
7380,6905,0,Tokibayama,Retired,0.0,0.0,50,46,96,4,0,52.08,1954,6,Unaffilliated
3586,568,0,Wakaizumi Tsuyoshi,Retired,173.5,116.0,287,272,559,4,46,51.34,1993,16,Unaffilliated
2653,8362,0,Ichimonji,Retired,180.0,90.0,218,221,439,4,81,49.66,1959,11,Takasago
2010,5253,0,Chiyominato Tadataka#,Retired,181.0,88.0,74,60,134,4,74,55.22,1969,6,Takasago
4785,2827,0,Osada Takuya,Retired,174.0,107.0,9,12,21,4,38,42.86,2002,1,Nishonoseki
8541,11434,0,Kumanoshiro,Retired,0.0,0.0,22,34,56,4,0,39.29,1962,1,Unaffilliated
3939,777,0,Kakutoriki Takeshi,Retired,174.0,121.0,169,257,426,4,43,39.67,1997,11,Unaffilliated
3255,11724,0,Takanoiwa Yoshimori,Retired,181.0,145.5,371,303,674,4,34,55.04,2008,11,Unaffilliated
2428,8930,0,Kuroshioyama,Retired,188.0,82.0,2,5,7,4,74,28.57,1970,0,Isegahama
7328,8280,0,Kaminohana,Retired,0.0,0.0,4,2,6,4,0,66.67,1976,0,Unaffilliated
8006,11164,0,Onoyama,Retired,0.0,0.0,141,129,270,4,82,52.22,1960,6,Dewanoumi
6150,2464,0,Imayama Nobuaki,Retired,183.0,160.0,4,3,7,4,47,57.14,1993,0,Takasago
3797,1039,0,Oshimizu Daisuke,Retired,182.5,133.5,27,36,63,4,40,42.86,2000,2,Nishonoseki
2695,8650,0,Takahashiyama,Retired,177.0,77.0,46,52,98,4,72,46.94,1965,3,Dewanoumi
8549,11573,0,Nomura,Retired,0.0,0.0,3,4,7,4,0,42.86,1963,0,Unaffilliated
3604,921,0,Fukujumaru Toshikatsu,Retired,178.0,210.0,150,149,299,4,44,50.17,1999,7,Takasago
5070,357,0,Katsuranami Isao,Retired,179.0,130.0,117,114,231,4,46,50.65,1994,5,Dewanoumi
7683,10495,0,Sadonohana,Retired,0.0,0.0,42,38,80,4,0,52.5,1957,2,Unaffilliated
4462,6549,0,Osawa Hiroki,Retired,170.0,98.9,76,92,168,4,40,45.24,2005,4,Tokisuzake
1226,7843,0,Kotogaseki,Retired,0.0,0.0,10,11,21,4,0,47.62,1980,0,Nishonoseki
6253,1691,0,Maetoku,Retired,181.0,132.5,69,71,140,4,52,49.29,1987,4,Isegahama
6196,2274,0,Oga Masayoshi,Retired,174.0,113.0,7,7,14,4,48,50.0,1992,1,Unaffilliated
8211,11544,0,Nakajimayama,Retired,0.0,0.0,11,10,21,4,0,52.38,1965,1,Unaffilliated
8146,11639,0,Kaiazuma,Retired,0.0,0.0,41,36,77,4,0,53.25,1963,2,Unaffilliated
3451,9116,0,Hokutosho Satoru,Retired,174.5,95.0,148,216,364,4,32,40.66,2008,9,Takasago
2646,5468,0,Asahifuji Satoshi#,Retired,180.0,88.0,88,87,175,4,76,50.29,1964,4,Tokisuzake
8558,11570,0,Misawayama,Retired,0.0,0.0,10,11,21,4,0,47.62,1962,1,Unaffilliated
6508,7211,0,Takashio,Retired,185.0,75.0,52,61,113,4,55,46.02,1985,4,Nishonoseki
3145,12595,0,Sasazaki Miramu,Retired,171.0,169.0,10,10,20,4,23,50.0,2020,0,Tokisuzake
8181,11004,0,Ano,Retired,0.0,0.0,13,14,27,4,0,48.15,1964,1,Unaffilliated
8367,11302,0,Konota,Retired,0.0,0.0,57,73,130,4,81,43.85,1959,4,Unaffilliated
6658,7208,0,Tamaho,Retired,176.5,100.0,89,93,182,4,56,48.9,1983,5,Unaffilliated
8566,11543,0,Iwanohana,Retired,0.0,0.0,12,16,28,4,0,42.86,1962,1,Unaffilliated
6128,2360,0,Arie Yoshinobu,Retired,176.0,91.0,9,6,15,4,55,60.0,1992,1,Unaffilliated
2755,8698,0,Fukujuyama,Retired,177.0,81.0,136,131,267,4,82,50.94,1960,7,Unaffilliated
5585,1597,0,Asahinami Hiroshi#,Retired,173.0,127.0,242,248,490,4,59,49.39,1981,12,Isegahama
7331,8283,0,Oebashi,Retired,0.0,0.0,1,6,7,4,0,14.29,1976,1,Unaffilliated
3468,1200,0,Abe Takanobu,Retired,0.0,0.0,7,8,15,4,39,46.67,2001,1,Unaffilliated
1500,6782,0,Masuhikari Koichi#,Retired,171.3,92.0,63,56,119,4,63,52.94,1977,3,Unaffilliated
3398,1009,0,Asasekiryu Taro,Retired,184.5,136.0,687,679,1366,4,43,50.29,2000,17,Takasago
1364,3969,0,Tsunenishiki Toshihide,Retired,174.0,108.0,367,435,802,4,93,45.76,1949,18,Dewanoumi
852,6653,0,Taitakami# Yoshikazu#,Retired,177.0,120.0,103,107,210,4,65,49.05,1975,5,Unaffilliated
3860,50,0,Tokitsuumi Masahiro,Retired,184.0,134.0,466,485,951,4,51,49.0,1996,11,Tokisuzake
8282,11365,0,Tamaaoi,Retired,0.0,0.0,86,92,178,4,80,48.31,1960,4,Nishonoseki
5338,1835,0,Takamishin Shigeo#,Retired,175.2,133.5,197,204,401,4,55,49.13,1988,10,Unaffilliated
8423,11478,0,Hitomiyama#,Retired,0.0,0.0,23,33,56,4,77,41.07,1961,2,Isegahama
3931,1149,0,Tochiyuzan Katsuya,Retired,170.5,96.0,28,44,72,4,39,38.89,2001,3,Dewanoumi
8283,11337,0,Takanomine,Retired,0.0,0.0,60,60,120,4,80,50.0,1960,3,Takasago
1151,7700,0,Sadonishiki Masatoshi#,Retired,176.0,130.0,227,235,462,4,68,49.13,1972,11,Dewanoumi
8308,11209,0,Mikawashima,Retired,0.0,0.0,73,74,147,4,83,49.66,1959,3,Unaffilliated
7501,10735,0,Mitsutakayama#,Retired,0.0,0.0,69,92,161,4,0,42.86,1955,6,Unaffilliated
2731,8463,0,Takahisa,Retired,180.0,75.0,70,80,150,4,76,46.67,1964,4,Dewanoumi
422,11832,3242,Tochigidake,Sandanme,174.5,112.0,268,254,522,3,33,51.34,2010,14,Dewanoumi
553,641,0,Shinzan,Retired,185.0,150.3,514,585,1099,4,42,46.77,1997,27,Takasago
5425,2344,0,Tamatsuyoshi Yoshio,Retired,179.0,125.0,91,117,208,4,47,43.75,1992,5,Nishonoseki
8760,11064,0,Oginishiki,Retired,0.0,0.0,26,34,60,4,0,43.33,1958,1,Unaffilliated
1106,7262,0,Wakanosugi Hayato#,Retired,170.2,105.0,180,194,374,4,62,48.13,1978,9,Dewanoumi
7992,8813,0,Takahashigawa,Retired,0.0,0.0,5,9,14,4,0,35.71,1967,0,Unaffilliated
3591,708,0,Takamifuji Hayatsugu,Retired,185.0,118.0,93,82,175,4,42,53.14,1997,4,Unaffilliated
6292,1734,0,Akiazuma,Retired,183.0,149.0,169,209,378,4,59,44.71,1981,9,Unaffilliated
462,12489,3880,Shishimaru,Jonidan,174.0,142.0,80,166,246,3,22,32.52,2018,6,Nishonoseki
4076,6645,0,Daikoyama Rui,Retired,176.0,113.5,153,261,414,4,36,36.96,2006,10,Dewanoumi
4117,6643,0,Wakakeisho Hiroki,Retired,173.0,126.0,196,193,389,4,40,50.39,2006,10,Tokisuzake
2436,8475,0,Takehara,Retired,174.8,80.0,91,98,189,4,75,48.15,1966,4,Tokisuzake
441,12781,4172,Kokiryu,Jonidan,182.0,129.0,34,36,70,3,20,48.57,2022,2,Dewanoumi
2117,8603,0,Okuwayama,Retired,174.0,75.0,157,144,301,4,75,52.16,1967,7,Isegahama
6289,1699,0,Jinraiyama,Retired,181.0,141.0,75,58,133,4,53,56.39,1987,3,Dewanoumi
5069,328,0,Fujishiro Katsushi,Retired,187.5,133.0,102,94,196,4,47,52.04,1994,6,Tokisuzake
307,12477,3868,Tokinosato,Retired,174.0,137.0,101,100,201,4,22,50.25,2018,6,Nishonoseki
6093,1870,0,Yoshikaze,Retired,185.0,100.8,96,75,171,4,54,56.14,1988,5,Unaffilliated
2517,8544,0,Tenko#,Retired,175.0,75.0,76,78,154,4,74,49.35,1966,4,Dewanoumi
7610,5696,0,Ishikura Yasushi#,Retired,0.0,0.0,28,23,51,4,0,54.9,1957,2,Nishonoseki
3823,145,0,Kobo Kenichi,Retired,183.0,125.5,582,572,1154,4,51,50.43,1989,19,Isegahama
8019,8703,0,Koshima,Retired,173.0,88.0,31,17,48,4,76,64.58,1965,2,Takasago
3284,9067,0,Akinohana Mitsuhiro,Retired,180.0,141.3,240,208,448,4,32,53.57,2008,11,Nishonoseki
3074,12424,0,Sadatsuyoshi Kosuke,Retired,184.0,158.0,88,87,175,4,26,50.29,2017,5,Dewanoumi
393,11744,3166,Hokuyozan,Jonidan,177.0,119.5,291,309,600,3,31,48.5,2009,15,Dewanoumi
8069,11519,0,Echigoumi,Retired,0.0,0.0,82,86,168,4,0,48.81,1962,4,Unaffilliated
6475,1522,0,Wakanonami,Retired,179.6,119.5,62,50,112,4,53,55.36,1986,3,Dewanoumi
907,2239,0,Kaiyama Tomoharu,Retired,177.5,119.0,242,295,537,4,71,45.07,1968,14,Unaffilliated
1789,5672,0,Tagiri Yoshiji#,Retired,175.0,100.0,201,190,391,4,72,51.41,1968,10,Tokisuzake
3224,12056,0,Teruju Ryota,Retired,170.0,102.0,108,158,266,4,26,40.6,2013,7,Isegahama
6494,6715,0,Hokukaiyama,Retired,173.5,111.0,68,65,133,4,55,51.13,1985,3,Nishonoseki
2452,8846,0,Akimoto,Retired,181.0,73.0,40,44,84,4,75,47.62,1968,3,Unaffilliated
3607,1013,0,Tomotsukasa Nagahiro,Retired,180.0,122.5,124,87,211,4,43,58.77,2000,6,Unaffilliated
2133,8372,0,Kaiyama#,Retired,176.5,115.0,205,228,433,4,77,47.34,1963,11,Unaffilliated
8244,11349,0,Wakaiwami,Retired,0.0,0.0,54,44,98,4,81,55.1,1960,3,Unaffilliated
122,12776,4167,Kazuto,Makushita,175.0,116.0,57,34,91,3,21,62.64,2022,2,Dewanoumi
5344,846,0,Okawa Isao,Retired,178.0,117.0,4,3,7,4,43,57.14,1998,1,Unaffilliated
7261,4664,0,Kamiyama,Retired,181.0,93.0,4,3,7,4,59,57.14,1981,0,Tokisuzake
4958,797,0,Onodake Isao,Retired,180.3,103.0,42,32,74,4,45,56.76,1998,2,Nishonoseki
1040,7275,0,Chiyohikari Masamitsu#,Retired,181.0,90.0,122,165,287,4,59,42.51,1980,7,Takasago
1323,4182,0,Hidenishiki Hiromitsu,Retired,177.0,88.0,43,58,101,4,95,42.57,1947,12,Dewanoumi
5555,1672,0,Tochinoara Terufumi#,Retired,185.0,114.0,264,269,533,4,57,49.53,1983,13,Dewanoumi
2308,4268,0,Manazuru Teruhisa,Retired,175.5,96.0,233,202,435,4,79,53.56,1961,9,Isegahama
1272,2516,0,Kotochikara Kenji#,Retired,180.0,124.0,137,150,287,4,66,47.74,1974,7,Nishonoseki
1159,1364,0,Masurao Hiroo,Retired,188.0,116.0,387,329,716,4,63,54.05,1979,11,Nishonoseki
6491,6713,0,Komahokkai,Retired,181.8,106.5,65,65,130,4,54,50.0,1985,3,Nishonoseki
7811,11019,0,Itsutsuishi#,Retired,0.0,0.0,32,46,78,4,0,41.03,1957,3,Unaffilliated
6172,2235,0,Kanoyama Sunyo,Retired,180.0,134.0,3,5,8,4,48,37.5,1991,1,Nishonoseki
4895,450,0,Adachi,Retired,172.0,83.0,143,144,287,4,46,49.83,1994,7,Isegahama
2297,9010,0,Suzukisato,Retired,170.0,105.0,0,6,6,4,66,0.0,1971,2,Unaffilliated
4478,6592,0,Wakanoyu Tatsuya,Retired,179.0,93.0,62,59,121,4,34,51.24,2006,3,Nishonoseki
2203,5878,0,Nishikihide#,Retired,170.0,70.0,68,44,112,4,70,60.71,1969,4,Unaffilliated
6741,7644,0,Muta Kazushi,Retired,195.0,92.0,7,16,23,4,56,30.43,1984,1,Dewanoumi
8655,11264,0,Musashino,Retired,0.0,0.0,17,23,40,4,0,42.5,1959,1,Unaffilliated
3570,998,0,Kitakasuga Ikko,Retired,182.0,114.0,117,101,218,4,43,53.67,1999,6,Unaffilliated
7375,6892,0,Yamamoto,Retired,0.0,0.0,102,101,203,4,92,50.25,1952,10,Dewanoumi
5660,2675,0,Kagemaru Katsutoshi,Retired,179.8,77.0,11,18,29,4,45,37.93,1995,1,Unaffilliated
4852,1295,0,Kyokudozan Kazuyasu,Retired,183.0,104.0,537,549,1086,4,60,49.45,1980,16,Isegahama
4373,1257,0,Nekomata Toraemon,Retired,169.0,99.0,165,205,370,4,38,44.59,2002,9,Tokisuzake
8774,11065,0,Segawa,Retired,0.0,0.0,17,21,38,4,0,44.74,1958,1,Unaffilliated
361,12552,3943,Yokomaru,Sandanme,177.0,140.0,113,101,214,3,24,52.8,2019,5,Dewanoumi
3132,12441,0,Shimizu Shohei,Retired,177.0,128.0,58,73,131,4,26,44.27,2017,4,Dewanoumi
2667,4029,0,Kitanokuni Hitoshi,Retired,178.0,124.0,368,337,705,4,86,52.2,1956,12,Dewanoumi
2077,4288,0,Chiyonoumi Shigeo,Retired,182.0,95.0,257,236,493,4,79,52.13,1963,11,Takasago
6221,2167,0,Tochihikaru Hajime,Retired,191.0,111.0,0,6,6,4,53,0.0,1991,0,Dewanoumi
367,12253,3644,Chiyotenfu,Sandanme,172.0,114.0,173,187,360,3,24,48.06,2015,9,Takasago
4423,6553,0,Takaryu Yoshimitsu,Retired,178.0,93.8,76,100,176,4,36,43.18,2005,6,Dewanoumi
4425,738,0,Jiguruma Tomonari,Retired,181.0,113.7,264,277,541,4,44,48.8,1996,14,Dewanoumi
2585,8548,0,Mutsuhikari,Retired,178.0,75.0,65,82,147,4,75,44.22,1965,4,Unaffilliated
4821,359,0,Akaike Shingo,Retired,179.5,143.0,192,200,392,4,50,48.98,1990,11,Dewanoumi
1857,8114,0,Etsunohana,Retired,175.0,100.0,104,134,238,4,69,43.7,1971,6,Unaffilliated
1411,7715,0,Sasakiyama,Retired,170.0,90.0,15,13,28,4,61,53.57,1979,1,Dewanoumi
5513,1727,0,Asahidake,Retired,182.0,115.5,70,91,161,4,53,43.48,1987,4,Isegahama
7666,5368,0,Kobayashi Torahiko,Retired,0.0,0.0,104,83,187,4,91,55.61,1957,5,Tokisuzake
1230,5046,0,Kokuhoyama Katsushige,Retired,178.3,117.5,84,96,180,4,62,46.67,1980,4,Isegahama
2185,9009,0,Tamaoka,Retired,180.0,105.0,22,42,64,4,69,34.38,1971,2,Dewanoumi
3465,957,0,Hamazaki Shingo,Retired,179.0,122.0,47,93,140,4,41,33.57,1999,3,Nishonoseki
3649,619,0,Yamaryu Shotaro,Retired,179.0,135.5,318,339,657,4,43,48.4,1996,16,Unaffilliated
96,9066,3070,Akinoyama,Sandanme,176.9,210.0,345,321,666,3,32,51.8,2008,16,Nishonoseki
160,11829,3239,Oginohama,Jonidan,177.0,136.6,277,243,520,3,30,53.27,2010,14,Dewanoumi
3526,949,0,Takanobori Tatsuya,Retired,179.5,123.0,112,140,252,4,41,44.44,1999,6,Unaffilliated
5862,1640,0,Kitanoryu Takao#,Retired,177.2,111.5,216,207,423,4,56,51.06,1983,10,Takasago
7744,10730,0,Ginreizan#,Retired,0.0,0.0,57,55,112,4,0,50.89,1955,5,Unaffilliated
1584,6776,0,Nagaeyama Naoki#,Retired,173.0,100.0,23,26,49,4,62,46.94,1978,2,Nishonoseki
2734,8524,0,Shikinosato,Retired,173.2,89.0,73,88,161,4,76,45.34,1964,4,Tokisuzake
3047,5487,0,Aisawa Kozo#,Retired,0.0,0.0,68,79,147,4,0,46.26,1955,6,Nishonoseki
3659,317,0,Kaido Seiji,Retired,188.0,129.0,245,244,489,4,49,50.1,1991,12,Nishonoseki
23,11786,3208,Aoiyama,Juryo,191.0,180.0,608,597,1205,2,33,50.46,2009,15,Dewanoumi
8803,11360,0,Kozu,Retired,0.0,0.0,3,4,7,4,0,42.86,1960,0,Unaffilliated
1572,7942,0,Nunokawa,Retired,185.0,101.0,11,17,28,4,64,39.29,1979,1,Tokisuzake
8340,11342,0,Kitanoyama,Retired,0.0,0.0,101,100,201,4,83,50.25,1960,5,Isegahama
7935,8858,0,Araishi#,Retired,0.0,0.0,25,17,42,4,73,59.52,1968,2,Isegahama
6389,1584,0,Shimahikari,Retired,174.2,109.0,128,131,259,4,57,49.42,1983,6,Unaffilliated
3545,635,0,Azumadake Kinji,Retired,177.0,120.0,248,275,523,4,49,47.42,1991,13,Dewanoumi
4994,46,0,Dewaarashi Daisuke,Retired,186.0,186.0,326,321,647,4,54,50.39,1989,11,Dewanoumi
3387,9118,0,Fukunokuni Kazunari,Retired,170.0,138.0,175,157,332,4,35,52.71,2008,8,Tokisuzake
4924,408,0,Wakatsuyoshi Kimihiko,Retired,180.5,123.5,217,224,441,4,50,49.21,1990,10,Nishonoseki
596,12770,4161,Yamadaumi,Jonidan,171.0,108.0,30,51,81,3,18,37.04,2022,2,Dewanoumi
7557,10231,0,Asogamine,Retired,0.0,0.0,31,44,75,4,0,41.33,1952,7,Unaffilliated
6513,1845,0,Hokuto,Retired,180.0,80.0,12,9,21,4,55,57.14,1988,1,Tokisuzake
1682,7975,0,Kokumonryu#,Retired,178.0,113.0,242,255,497,4,76,48.69,1966,12,Tokisuzake
430,12672,0,Mogamizakura,Retired,187.0,142.0,67,61,128,4,19,52.34,2021,3,Dewanoumi
7372,10218,0,Oshimaumi,Retired,0.0,0.0,78,81,159,4,0,49.06,1952,10,Unaffilliated
6605,7253,0,Daiga,Retired,180.2,110.0,115,109,224,4,58,51.34,1982,5,Unaffilliated
1260,7438,0,Wakasaumi,Retired,181.5,86.0,123,129,252,4,63,48.81,1978,6,Takasago
6810,7451,0,Kimurayama Shinobu#,Retired,181.0,148.0,40,37,77,4,59,51.95,1982,3,Dewanoumi
3457,6037,0,Daikamikaze Chikara,Retired,174.0,106.5,261,252,513,4,36,50.88,2004,12,Nishonoseki
183,12338,3729,Wakenokaze,Sandanme,181.0,159.0,174,162,336,3,31,51.79,2016,8,Nishonoseki
312,12755,4146,Sato,Sandanme,176.0,117.0,53,45,98,3,20,54.08,2022,2,Nishonoseki
1017,4118,0,Amanoyama Shizuo,Retired,190.0,177.0,400,408,808,4,71,49.5,1976,10,Tokisuzake
7436,10356,0,Akinosato#,Retired,0.0,0.0,65,87,152,4,0,42.76,1953,8,Unaffilliated
7832,11048,0,Asaarashi,Retired,0.0,0.0,28,36,64,4,0,43.75,1958,1,Unaffilliated
2903,5491,0,Asahidake Gasei#,Retired,0.0,0.0,160,148,308,4,80,51.95,1960,8,Tokisuzake
4041,469,0,Tenpozan Yuki,Retired,182.0,114.1,161,143,304,4,43,52.96,1997,7,Dewanoumi
2227,8911,0,Tsunegatake#,Retired,177.0,72.0,59,60,119,4,70,49.58,1969,4,Nishonoseki
7228,8233,0,Aoyama,Retired,175.0,104.0,9,16,25,4,65,36.0,1975,1,Dewanoumi
7917,8944,0,Tsuruokayama,Retired,0.0,0.0,9,12,21,4,71,42.86,1970,1,Unaffilliated
5507,1927,0,Takada,Retired,176.5,108.5,69,99,168,4,56,41.07,1987,4,Tokisuzake
1603,7935,0,Kishiro,Retired,182.0,78.0,9,6,15,4,62,60.0,1979,1,Nishonoseki
5346,862,0,Tadatsu Kohei,Retired,173.0,88.0,3,4,7,4,44,42.86,1998,1,Takasago
1728,8102,0,Imamura,Retired,175.0,98.0,65,103,168,4,67,38.69,1973,4,Unaffilliated
925,6798,0,Konryu# Eito#,Retired,177.0,100.0,190,177,367,4,68,51.77,1971,9,Dewanoumi
4575,6593,0,Akiyutaka Masakazu,Retired,189.0,116.5,44,19,63,4,41,69.84,2006,3,Tokisuzake
3505,648,0,Kitafubuki Katsuya,Retired,189.5,139.3,301,357,658,4,54,45.74,1986,16,Nishonoseki
1422,2316,0,Wakazakura,Retired,170.0,101.0,58,54,112,4,60,51.79,1979,3,Dewanoumi
3572,723,0,Nishisegawa Shiki,Retired,187.0,113.0,147,159,306,4,44,48.04,1997,8,Unaffilliated
6028,2286,0,Kotomaruyama Tatsuhiko,Retired,172.5,98.9,40,34,74,4,48,54.05,1992,3,Nishonoseki
2937,5515,0,Matsumoto Masami#,Retired,180.0,89.0,16,5,21,4,78,76.19,1967,1,Unaffilliated
628,12317,0,Kotootomo Shunpei,Retired,186.0,123.0,89,89,178,4,26,50.0,2016,8,Nishonoseki
