id,sumodb_id,nsk_id,ring_name,current_rank,height,weight,total_wins,total_losses,total_matches,rank_group,age,win_rate,debut_year,tenure,ichimon
7665,10851,0,Yamatonada,Retired,0.0,0.0,34,36,70,4,0,48.57,1956,3,Unaffilliated
3729,205,0,Fujinoyama,Retired,186.0,177.0,277,223,500,4,48,55.4,1992,12,Unaffilliated
5227,215,0,Atsumi Yukio,Retired,171.0,119.0,134,112,246,4,50,54.47,1992,6,Isegahama
857,6102,0,Fujigahama Daisuke,Retired,174.0,78.0,99,111,210,4,64,47.14,1975,5,Takasago
1387,3965,0,Fusanishiki Katsuhiko,Retired,176.0,118.0,368,431,799,4,88,46.06,1952,15,Unaffilliated
4775,6442,0,Sakugawa Takayuki,Retired,171.0,95.0,4,3,7,4,38,57.14,2004,1,Nishonoseki
2571,4033,0,Tensuiyama Masanori,Retired,176.0,128.0,362,346,708,4,84,51.13,1956,12,Isegahama
6204,2179,0,Komahokkai Yoshinori,Retired,179.0,133.0,7,19,26,4,49,26.92,1991,1,Nishonoseki
5666,2791,0,Kotohamada Kunihiro,Retired,184.0,116.0,15,20,35,4,47,42.86,1995,1,Nishonoseki
2509,8527,0,Senkoyama,Retired,179.0,75.0,101,112,213,4,78,47.42,1963,6,Unaffilliated
7389,5669,0,Kiteigawa#,Retired,0.0,0.0,140,140,280,4,87,50.0,1955,9,Dewanoumi
2272,8485,0,Omishima,Retired,175.0,101.0,141,153,294,4,75,47.96,1965,7,Isegahama
8673,11100,0,Yarainoyama,Retired,0.0,0.0,61,75,136,4,0,44.85,1958,3,Unaffilliated
4744,2826,0,Kaganishiki Yuji,Retired,169.0,109.0,16,24,40,4,37,40.0,2002,2,Takasago
2857,8776,0,Tamayashio,Retired,0.0,0.0,95,101,196,4,78,48.47,1962,5,Nishonoseki
4147,11846,0,Daiyushi Misaki,Retired,174.5,127.0,113,125,238,4,30,47.48,2010,6,Nishonoseki
7426,10403,0,Koshinokuni,Retired,0.0,0.0,83,123,206,4,93,40.29,1953,9,Unaffilliated
1201,6790,0,Ryuki Ryuki#,Retired,175.0,110.0,207,185,392,4,68,52.81,1970,10,Isegahama
403,12472,3863,Miyabi,Retired,176.0,122.0,92,125,217,4,22,42.4,2018,5,Dewanoumi
7366,5424,0,Tomoewaka,Retired,0.0,0.0,64,73,137,4,0,46.72,1954,7,Unaffilliated
3615,484,0,Kainonami Satoru,Retired,185.5,146.0,212,243,455,4,47,46.59,1993,11,Unaffilliated
7755,10948,0,Tochiotoyama,Retired,0.0,0.0,106,95,201,4,84,52.74,1957,5,Dewanoumi
5915,2683,0,Fujimaru Yasuhide,Retired,186.0,97.0,3,4,7,4,46,42.86,1995,1,Takasago
4097,12238,0,Takeuchi Yuki,Retired,172.0,67.0,0,14,14,4,24,0.0,2015,0,Unaffilliated
2980,5860,0,Kanenosato Yoshikazu#,Retired,0.0,0.0,112,116,228,4,82,49.12,1958,5,Isegahama
6464,1767,0,Kanayama,Retired,185.0,114.0,35,28,63,4,53,55.56,1987,2,Nishonoseki
3822,1137,0,Sensho Hideki,Retired,181.0,129.5,300,250,550,4,41,54.55,2001,14,Dewanoumi
8753,11074,0,Chibanishiki,Retired,0.0,0.0,23,41,64,4,0,35.94,1958,1,Unaffilliated
6257,2020,0,Nagasaka Hiroki,Retired,172.2,95.5,24,32,56,4,51,42.86,1989,1,Unaffilliated
3960,1070,0,Takamisato Daikichi,Retired,187.0,115.0,110,100,210,4,41,52.38,2000,5,Nishonoseki
8015,11491,0,Otsuru,Retired,0.0,0.0,89,100,189,4,79,47.09,1961,5,Unaffilliated
6,12782,4173,Kazenoumi,Makushita,183.0,156.2,44,26,70,3,29,62.86,2022,2,Nishonoseki
6710,5079,0,Kototenzan Toshimitsu#,Retired,0.0,0.0,21,0,21,4,61,100.0,1985,1,Nishonoseki
5599,1775,0,Tamamusashi Kazuhiro#,Retired,186.5,129.0,205,199,404,4,54,50.74,1986,10,Dewanoumi
2184,9039,0,Iwakawa,Retired,182.5,71.0,9,12,21,4,68,42.86,1972,1,Dewanoumi
5464,2125,0,Datezakura Teruyuki,Retired,178.0,123.1,61,101,162,4,50,37.65,1990,4,Unaffilliated
6301,1968,0,Ezaki Hiroshi,Retired,179.0,130.0,14,21,35,4,51,40.0,1989,1,Nishonoseki
1513,3978,0,Daigo Hisateru,Retired,188.0,133.0,427,387,814,4,87,52.46,1955,12,Unaffilliated
7880,9030,0,Wakikawa,Retired,0.0,0.0,10,11,21,4,68,47.62,1972,1,Unaffilliated
4914,1024,0,Kabutoyu Hiroyuki,Retired,173.0,109.0,10,18,28,4,43,35.71,2000,1,Unaffilliated
844,1304,0,Akaiwa,Retired,174.0,113.0,99,97,196,4,64,50.51,1978,4,Dewanoumi
2393,5775,0,Wakakoyama Osamu#,Retired,0.0,0.0,179,163,342,4,81,52.34,1962,8,Dewanoumi
7892,9023,0,Tanushimaru,Retired,0.0,0.0,3,4,7,4,0,42.86,1972,0,Unaffilliated
4489,6486,0,Arashiumi Hikaru,Retired,180.0,114.9,103,86,189,4,38,54.5,2005,5,Unaffilliated
1250,2740,0,Satsukiryu,Retired,174.0,99.0,83,127,210,4,64,39.52,1976,6,Dewanoumi
2944,8448,0,Nemoto,Retired,0.0,0.0,81,70,151,4,77,53.64,1964,4,Nishonoseki
5394,1673,0,Tokuoyama Ryuji#,Retired,180.0,161.5,256,262,518,4,54,49.42,1985,12,Dewanoumi
2620,8819,0,Abe,Retired,0.0,0.0,9,12,21,4,72,42.86,1968,0,Dewanoumi
4467,6433,0,Koshinryu Yuya,Retired,179.0,152.2,89,90,179,4,36,49.72,2004,5,Dewanoumi
6626,7634,0,Okusa Shinya#,Retired,173.0,100.0,36,41,77,4,56,46.75,1984,2,Unaffilliated
3965,718,0,Hagurokuni Yuta,Retired,183.5,160.0,139,169,308,4,44,45.13,1996,8,Dewanoumi
8726,11377,0,Hananokuni,Retired,0.0,0.0,21,14,35,4,0,60.0,1960,1,Unaffilliated
7023,7607,0,Komawaka,Retired,0.0,0.0,3,4,7,4,0,42.86,1983,0,Unaffilliated
1580,4994,0,Wakasuzu Masayuki#,Retired,181.0,117.0,159,185,344,4,67,46.22,1970,10,Unaffilliated
373,12722,4113,Fujikensho,Retired,167.0,152.0,35,8,43,4,27,81.4,2021,2,Dewanoumi
6195,2121,0,Kaishi Yutaka,Retired,180.0,125.0,4,8,12,4,47,33.33,1992,0,Nishonoseki
938,4283,0,Tamura Eiji,Retired,180.2,87.0,314,293,607,4,73,51.73,1966,15,Dewanoumi
3049,6903,0,Hidenobori,Retired,0.0,0.0,87,95,182,4,87,47.8,1955,7,Dewanoumi
7943,8873,0,Wakaisami,Retired,0.0,0.0,9,12,21,4,73,42.86,1969,1,Isegahama
2650,8407,0,Tosanokuni,Retired,179.0,92.0,125,113,238,4,78,52.52,1963,6,Unaffilliated
4183,12053,0,Umetsu Shunnosuke,Retired,174.0,145.5,36,27,63,4,28,57.14,2013,2,Nishonoseki
1761,5541,0,Daigen,Retired,180.0,97.0,140,138,278,4,69,50.36,1971,7,Dewanoumi
6804,7513,0,Asamayama,Retired,176.0,88.0,39,64,103,4,59,37.86,1981,3,Takasago
3613,521,0,Nioyama Taro,Retired,175.5,162.0,332,317,649,4,45,51.16,1995,17,Nishonoseki
5428,1805,0,Yuminagi Takashi#,Retired,183.0,115.0,203,217,420,4,53,48.33,1987,10,Nishonoseki
2675,4249,0,Tochitada Hideaki,Retired,180.0,133.0,230,190,420,4,83,54.76,1959,8,Dewanoumi
6092,2333,0,Kaiyu Katsuyoshi,Retired,173.0,98.0,15,20,35,4,48,42.86,1992,1,Nishonoseki
5998,2446,0,Asaokamoto Koji,Retired,176.0,85.0,28,28,56,4,47,50.0,1993,2,Unaffilliated
1490,2487,0,Owa# Noritaka#,Retired,182.0,97.0,81,80,161,4,62,50.31,1978,4,Nishonoseki
1258,1478,0,Asahi Hiroshi#,Retired,180.5,131.0,213,215,428,4,60,49.77,1979,11,Nishonoseki
8617,11193,0,Tamanomine,Retired,0.0,0.0,27,13,40,4,0,67.5,1959,1,Unaffilliated
6305,1917,0,Rachinohana,Retired,177.5,109.7,50,73,123,4,53,40.65,1987,3,Unaffilliated
292,12671,4062,Hogasho,Sandanme,171.4,144.2,77,63,140,3,29,55.0,2021,3,Tokisuzake
3876,490,0,Araumi Shingo,Retired,172.0,99.0,187,178,365,4,47,51.23,1993,9,Tokisuzake
2598,8406,0,Toyozukaze,Retired,175.0,88.0,134,139,273,4,78,49.08,1962,6,Tokisuzake
7465,6926,0,Hakuozan#,Retired,0.0,0.0,13,19,32,4,0,40.62,1950,8,Tokisuzake
3279,12382,0,Kotoharamoto Yugo,Retired,180.0,143.0,43,39,82,4,23,52.44,2017,2,Nishonoseki
5992,2458,0,Inago Yoshitaka,Retired,178.0,100.0,34,26,60,4,47,56.67,1993,2,Isegahama
5266,721,0,Midorikaze Yoshihiko,Retired,177.3,129.5,37,54,91,4,44,40.66,1995,3,Unaffilliated
211,12480,3871,Kototakuya,Retired,177.0,107.0,115,115,230,4,22,50.0,2018,6,Nishonoseki
2729,5833,0,Kakonishiki,Retired,0.0,0.0,115,137,252,4,77,45.63,1962,6,Unaffilliated
2433,8539,0,Nishikiiwa,Retired,174.0,106.0,95,132,227,4,75,41.85,1965,6,Isegahama
3362,6756,0,Kisenowaka Toshiki,Retired,176.5,114.0,223,219,442,4,36,50.45,2006,11,Dewanoumi
6693,7231,0,Saiwaki,Retired,0.0,0.0,34,57,91,4,0,37.36,1985,3,Nishonoseki
3800,418,0,Okoyama Tokinori,Retired,186.0,141.0,253,286,539,4,53,46.94,1989,13,Unaffilliated
2656,6859,0,Abenogawa,Retired,0.0,0.0,174,169,343,4,83,50.73,1960,9,Tokisuzake
1325,3980,0,Fujinishiki Akira,Retired,175.0,136.0,475,495,970,4,87,48.97,1953,15,Takasago
3108,11948,0,Kotozensho Sadakatsu,Retired,179.0,82.5,180,189,369,4,29,48.78,2011,10,Nishonoseki
1859,5160,0,Miezakura Toru#,Retired,173.0,78.0,89,93,182,4,70,48.9,1972,5,Dewanoumi
182,12544,3935,Nishikikuni,Sandanme,171.4,144.2,108,89,197,3,29,54.82,2019,5,Nishonoseki
7694,10792,0,Tozuka,Retired,0.0,0.0,91,85,176,4,87,51.7,1956,6,Dewanoumi
2638,8423,0,Asanoumi,Retired,176.0,75.0,109,109,218,4,79,50.0,1963,6,Nishonoseki
6430,6680,0,Kyokutaisho,Retired,189.5,87.0,83,90,173,4,56,47.98,1984,4,Isegahama
5560,1978,0,Kendo Tetsuya,Retired,181.0,128.7,64,55,119,4,51,53.78,1989,3,Unaffilliated
1783,5056,0,Futasewaka,Retired,180.0,110.0,161,188,349,4,70,46.13,1969,9,Isegahama
2255,4016,0,Daiyu Tatsumi,Retired,179.0,113.0,574,580,1154,4,84,49.74,1956,16,Unaffilliated
2177,5254,0,Teruhikari Yasutaka#,Retired,178.4,79.0,198,194,392,4,77,50.51,1964,10,Isegahama
7587,10528,0,Tochinosato,Retired,0.0,0.0,54,58,112,4,0,48.21,1954,6,Unaffilliated
8132,11663,0,Oasahi,Retired,0.0,0.0,41,35,76,4,0,53.95,1963,2,Unaffilliated
8626,11066,0,Wakaminato,Retired,0.0,0.0,76,84,160,4,0,47.5,1958,3,Unaffilliated
6013,2612,0,Tamakashima Koichi,Retired,176.8,105.0,6,8,14,4,47,42.86,1994,1,Nishonoseki
8141,5157,0,Sudo,Retired,0.0,0.0,42,27,69,4,0,60.87,1963,3,Unaffilliated
6048,2491,0,Naminonada Kiyonori,Retired,0.0,0.0,14,14,28,4,47,50.0,1993,2,Unaffilliated
5696,2628,0,Shiokawa Kiyohiro,Retired,178.0,123.0,17,18,35,4,45,48.57,1995,1,Dewanoumi
331,12378,3769,Amane,Sandanme,171.4,144.2,146,155,301,3,29,48.5,2017,7,Nishonoseki
4248,6003,0,Oruri Takuya,Retired,183.0,161.4,196,167,363,4,43,53.99,2004,10,Nishonoseki
4267,11753,0,Tamaseiryo Akihiro,Retired,174.0,114.6,55,51,106,4,31,51.89,2009,4,Nishonoseki
708,12665,0,Terutaka,Retired,181.0,138.0,25,24,49,4,24,51.02,2020,2,Nishonoseki
4265,6515,0,Tokizakura Tokijiro,Retired,175.0,161.0,172,157,329,4,35,52.28,2005,8,Unaffilliated
7752,10224,0,Kawashima,Retired,0.0,0.0,19,21,40,4,0,47.5,1957,2,Unaffilliated
4653,1183,0,Kototakada Koichi,Retired,177.0,105.0,4,8,12,4,39,33.33,2001,1,Nishonoseki
7473,10583,0,Abe,Retired,0.0,0.0,71,76,147,4,0,48.3,1955,6,Unaffilliated
6427,1938,0,Tamaho,Retired,182.0,132.5,30,27,57,4,53,52.63,1987,2,Nishonoseki
6728,7577,0,Watanabe Nobuyoshi#,Retired,170.0,128.0,87,88,175,4,59,49.71,1981,4,Tokisuzake
6006,2447,0,Komataishin Masaya,Retired,175.0,107.0,41,36,77,4,47,53.25,1993,2,Nishonoseki
329,7160,3019,Ebisumaru,Sandanme,171.4,144.2,341,373,714,3,29,47.76,2007,17,Nishonoseki
2029,8294,0,Sakamotoyama,Retired,172.0,71.0,22,34,56,4,66,39.29,1971,5,Dewanoumi
6312,1450,0,Azumakuni Norio#,Retired,174.5,114.4,159,149,308,4,59,51.62,1982,8,Isegahama
8225,11053,0,Tamanohama,Retired,0.0,0.0,138,116,254,4,88,54.33,1958,6,Nishonoseki
200,12601,3992,Tendozan,Makushita,171.4,144.2,100,68,168,3,29,59.52,2020,4,Dewanoumi
3941,1092,0,Miikezan Takahiro,Retired,168.0,134.5,21,35,56,4,40,37.5,2000,1,Unaffilliated
5551,1830,0,Tenteiyama Naoyuki#,Retired,182.0,123.5,124,128,252,4,54,49.21,1986,6,Unaffilliated
5431,2703,0,Wakayamaguchi Satoshi,Retired,183.0,114.0,12,23,35,4,44,34.29,1996,1,Unaffilliated
976,4132,0,Wakanofuji Shoichi,Retired,189.0,143.0,359,327,686,4,68,52.33,1971,13,Takasago
1704,4083,0,Wakanoumi Masateru,Retired,175.2,122.0,493,488,981,4,79,50.25,1961,17,Unaffilliated
3761,1064,0,Kyokuyo Naoya,Retired,178.5,100.0,55,60,115,4,40,47.83,2000,3,Isegahama
4985,156,0,Daihiryu Jiro#,Retired,175.3,127.0,295,271,566,4,54,52.12,1986,13,Unaffilliated
5554,1766,0,Fukuda Osami#,Retired,190.5,132.2,175,181,356,4,54,49.16,1986,8,Unaffilliated
6580,7274,0,Tachiyoshida Haruhiko#,Retired,186.4,123.0,74,73,147,4,59,50.34,1984,3,Dewanoumi
6097,2176,0,Maejima Daisuke,Retired,183.0,129.0,30,34,64,4,48,46.88,1991,2,Unaffilliated
7668,10815,0,Masumidori,Retired,0.0,0.0,85,76,161,4,0,52.8,1956,5,Unaffilliated
8173,11552,0,Tatsubayama,Retired,0.0,0.0,39,45,84,4,0,46.43,1963,2,Unaffilliated
5351,2757,0,Asamorishige Shinsuke,Retired,175.0,135.0,8,6,14,4,43,57.14,1997,1,Unaffilliated
249,12663,4054,Kyoda,Sandanme,171.4,144.2,81,73,154,3,29,52.6,2020,4,Dewanoumi
6432,6745,0,Toyochikara,Retired,173.0,127.0,74,85,159,4,56,46.54,1984,5,Dewanoumi
978,4308,0,Kaminosato Masato,Retired,177.0,142.0,198,175,373,4,74,53.08,1971,9,Unaffilliated
4886,917,0,Nakao Takashi,Retired,183.0,156.5,41,29,70,4,41,58.57,1999,2,Unaffilliated
4110,11735,0,Chiyohayate Rikimatsu,Retired,183.3,86.7,135,132,267,4,36,50.56,2009,6,Takasago
8456,11536,0,Kawahara,Retired,0.0,0.0,51,56,107,4,0,47.66,1962,3,Unaffilliated
1867,8126,0,Fujinotaka,Retired,172.0,96.0,89,95,184,4,67,48.37,1971,6,Nishonoseki
3356,12329,0,Asahimaru,Retired,177.0,150.0,28,27,55,4,28,50.91,2016,2,Isegahama
3326,6507,0,Tosahikari Yuichi,Retired,180.0,94.2,263,281,544,4,37,48.35,2005,13,Isegahama
1079,7539,0,Kotonanshu Masanobu#,Retired,170.0,89.0,132,155,287,4,61,45.99,1979,7,Nishonoseki
3775,762,0,Yamaya Makoto,Retired,176.0,163.5,139,135,274,4,48,50.73,1994,8,Dewanoumi
8475,11541,0,Mori,Retired,0.0,0.0,24,39,63,4,0,38.1,1963,2,Unaffilliated
4150,11979,0,Ashitakayama Ryuto,Retired,168.5,107.0,77,91,168,4,28,45.83,2011,5,Nishonoseki
3629,877,0,Kozan Akifumi,Retired,170.0,101.0,241,224,465,4,44,51.83,1999,12,Unaffilliated
2805,8743,0,Tamanaruto,Retired,173.5,75.0,59,89,148,4,75,39.86,1963,4,Nishonoseki
3703,114,0,Yanagi Joji,Retired,177.6,164.0,201,182,383,4,51,52.48,1996,9,Dewanoumi
4579,5950,0,Azumi Takamichi,Retired,183.0,101.0,55,57,112,4,37,49.11,2004,3,Isegahama
7134,1925,0,Tamahikuni,Retired,0.0,0.0,3,4,7,4,0,42.86,1988,1,Nishonoseki
5851,1531,0,Konuki Yukio#,Retired,175.5,135.6,229,230,459,4,57,49.89,1983,11,Dewanoumi
1375,3903,0,Narutoumi Kazuyuki,Retired,183.0,90.0,123,146,269,4,98,45.72,1942,19,Dewanoumi
6207,1952,0,Yasuoka Kenichi,Retired,183.0,121.5,30,33,63,4,54,47.62,1989,3,Tokisuzake
2155,8545,0,Takefuyama,Retired,181.8,83.0,147,140,287,4,74,51.22,1966,8,Isegahama
4788,650,0,Toyokumono Toyohiro,Retired,174.5,143.5,203,228,431,4,48,47.1,1992,11,Takasago
952,4326,0,Shushi,Retired,179.5,113.0,265,229,494,4,68,53.64,1974,12,Nishonoseki
3275,9068,0,Hokutohana Mishio,Retired,179.0,163.0,207,238,445,4,35,46.52,2008,11,Takasago
6293,1718,0,Engyoku,Retired,173.5,90.1,81,80,161,4,57,50.31,1986,4,Unaffilliated
5426,2583,0,Kyokudoriki Mitsuhiro,Retired,190.0,98.5,55,55,110,4,46,50.0,1994,4,Isegahama
1091,2555,0,Onohana,Retired,173.0,98.0,47,52,99,4,61,47.47,1979,3,Dewanoumi
